author,study.habitat,from,year,region,location,species,life.stage,family,common.name,genus,environment,climate,red.list,feeding.type,feeding.habit,TL,fork.length,total.length,W,GW,N,Cature.meth,min.size,float.meth,dig.meth,count.meth,polymer.meth,polymer.ID,blanks,blank.conc,ingest.rate,Mpsgut,SDMPsgut,MPspergfish,SDMPspergfish,maj.fib,maj.under.one.mm,maj.polymer,maj.col,exclude.fib,notes
Markic et al.,Marine,Hailey,2018,Pacific: Eastern Central,Tahiti,Gnathodentex aureolineatus,Adult,Lethrinidae,Striped large-eye bream,Gnathodentex,Reef-associated,Tropical,Least Concern,mainly animals,hunting macrofauna,3.7,,25,263.2,,29,Local Fisherman,63,None,H2O2,Visual,FTIR,yes,no,,6.9,1,0,,,no,yes,Polyester,Black,no,fibers were only counted if airborne fibres were ruled out
Markic et al.,Marine,Hailey,2018,Pacific: Southeast,Rapa Nui (Easter Island),Heteropriacanthus cruentatus,Adult,Priacanthidae,Glasseye,Heteropriacanthus,Reef-associated,Subtropical,Least Concern,mainly animals,hunting macrofauna,3.6,,36.7,,,10,Local Fisherman,63,None,H2O2,Visual,FTIR,yes,no,,30,1,3.2,,,no,yes,Polyester,Black,no,fibers were only counted if airborne fibres were ruled out
Markic et al.,Marine,Hailey,2018,Pacific: Southwest,Auckland,Hyporhamphus ihi,Adult,Hemiramphidae,Garfish,Hyporhamphus,Pelagic-neritic,Temperate,Not Evaluated,mainly animals,selective plankton feeding,3.2,,24.9,32.7,,24,Local Fisherman,63,None,H2O2,Visual,FTIR,yes,no,,0,0,0,,,no,yes,Polyester,Black,no,fibers were only counted if airborne fibres were ruled out
Markic et al.,Marine,Hailey,2018,Pacific: Eastern Central,Samoa,Katsuwonus pelamis,Adult,Scombridae,Skipjack tuna,Katsuwonus,Pelagic-oceanic,Tropical,Least Concern,mainly animals,hunting macrofauna,4.4,,69.6,6018.5,,26,Local Fisherman,63,None,H2O2,Visual,FTIR,yes,no,,23.1,1.5,1,,,no,yes,Polyester,Black,no,fibers were only counted if airborne fibres were ruled out
Markic et al.,Marine,Hailey,2018,Pacific: Eastern Central,Samoa,Lethrinus amboinensis,Adult,Lethrinidae,Ambon emperor,Lethrinus,Reef-associated,Tropical,Least Concern,mainly animals,hunting macrofauna,4,,38.2,655.8,,26,Local Fisherman,63,None,H2O2,Visual,FTIR,yes,no,,23.1,1.7,1.5,,,no,yes,Polyester,Black,no,fibers were only counted if airborne fibres were ruled out
Markic et al.,Marine,Hailey,2018,Pacific: Eastern Central,Samoa,Lethrinus obsoletus,Adult,Lethrinidae,Orange-striped emperor,Lethrinus,Reef-associated,Tropical,Least Concern,mainly animals,hunting macrofauna,3.9,,26.9,243.7,,30,Local Fisherman,63,None,H2O2,Visual,FTIR,yes,no,,13.3,1.3,1.6,,,no,yes,Polyester,Black,no,fibers were only counted if airborne fibres were ruled out
Markic et al.,Marine,Hailey,2018,Pacific: Eastern Central,Samoa,Lutjanus gibbus,Adult,Lutjanidae,Red snapper,Lutjanus,Reef-associated,Tropical,Least Concern,mainly animals,hunting macrofauna,4.1,,32.4,500.9,,29,Local Fisherman,63,None,H2O2,Visual,FTIR,yes,no,,24.1,1.7,0,,,no,yes,Polyester,Black,no,fibers were only counted if airborne fibres were ruled out
Markic et al.,Marine,Hailey,2018,Pacific: Southwest,Auckland,Meuschenia scaber,Adult,Monacanthidae,Leatherjacket,Meuschenia,Demersal,Temperate,Not Evaluated,mainly animals,hunting macrofauna,3.1,,27,269.1,,19,Local Fisherman,63,None,H2O2,Visual,FTIR,yes,no,,36.8,2,2.2,,,no,yes,Polyester,Black,no,fibers were only counted if airborne fibres were ruled out
Markic et al.,Marine,Hailey,2018,Pacific: Southwest,Auckland,Mugil cephalus,Adult,Mugilidae,Grey mullet,Mugil,Benthopelagic,Subtropical,Least Concern,plants/detritus+animals,selective plankton feeding,2.5,,,,,22,Local Fisherman,63,None,H2O2,Visual,FTIR,yes,no,,13.6,2,2.8,,,no,yes,Polyester,Black,no,fibers were only counted if airborne fibres were ruled out
Markic et al.,Marine,Hailey,2018,Pacific: Eastern Central,Samoa,Naso lituratus,Adult,Acanthuridae,Orangespine unicornfish,Naso,Reef-associated,Tropical,Least Concern,mainly plants/detritus,grazing on aquatic plants,2.3,,24.4,241.5,,28,Local Fisherman,63,None,H2O2,Visual,FTIR,yes,no,,14.3,1.8,2.6,,,no,yes,Polyester,Black,no,fibers were only counted if airborne fibres were ruled out
Markic et al.,Marine,Hailey,2018,Pacific: Eastern Central,Samoa,Naso unicornis,Adult,Acanthuridae,Bluespine unicornfish,Naso,Reef-associated,Tropical,Least Concern,mainly plants/detritus,grazing on aquatic plants,2.2,,26.6,419.6,,30,Local Fisherman,63,None,H2O2,Visual,FTIR,yes,no,,16.7,1.4,2.2,,,no,yes,Polyester,Black,no,fibers were only counted if airborne fibres were ruled out
Markic et al.,Marine,Hailey,2018,Pacific: Southwest,Auckland,Nemadactylus macropterus,Adult,Cheilodactylidae,Tarakihi,Nemadactylus,Demersal,Subtropical,Not Evaluated,mainly animals,hunting macrofauna,3.4,,35.7,,,23,Local Fisherman,63,None,H2O2,Visual,FTIR,yes,no,,8.7,3.5,2.4,,,no,yes,Polyester,Black,no,fibers were only counted if airborne fibres were ruled out
Markic et al.,Marine,Hailey,2018,Pacific: Southwest,Auckland,Pagrus auratus,Adult,Sparidae,Australasian snapper,Pagrus,Reef-associated,Subtropical,Least Concern,mainly animals,hunting macrofauna,3.6,,32.9,,,22,Local Fisherman,63,None,H2O2,Visual,FTIR,yes,no,,4.5,1,0,,,no,yes,Polyester,Black,no,fibers were only counted if airborne fibres were ruled out
Markic et al.,Marine,Hailey,2018,Pacific: Eastern Central,Samoa,Scarus niger,Adult,Scaridae,Dusky parrotfish,Scarus,Reef-associated,Tropical,Least Concern,mainly plants/detritus,grazing on aquatic plants,2,,25.3,336.8,,30,Local Fisherman,63,None,H2O2,Visual,FTIR,yes,no,,23.3,1.1,2.7,,,no,yes,Polyester,Black,no,fibers were only counted if airborne fibres were ruled out
Markic et al.,Marine,Hailey,2018,Pacific: Eastern Central,Samoa,Scarus oviceps,Adult,Scaridae,Dark capped parrotfish,Scarus,Reef-associated,Tropical,Least Concern,mainly plants/detritus,grazing on aquatic plants,2,,25.2,231.8,,45,Local Fisherman,63,None,H2O2,Visual,FTIR,yes,no,,11.1,2.8,10.7,,,no,yes,Polyester,Black,no,fibers were only counted if airborne fibres were ruled out
Markic et al.,Marine,Hailey,2018,Pacific: Eastern Central,Tahiti,Scarus psittacus,Adult,Scaridae,Common parrotfish,Scarus,Reef-associated,Tropical,Least Concern,mainly plants/detritus,grazing on aquatic plants,2,,21.1,164.8,,30,Local Fisherman,63,None,H2O2,Visual,FTIR,yes,no,,16.7,1,3.3,,,no,yes,Polyester,Black,no,fibers were only counted if airborne fibres were ruled out
Markic et al.,Marine,Hailey,2018,Pacific: Southeast,Rapa Nui (Easter Island),Schedophilus velaini,Adult,Centrolophidae,Violet warehou,Schedophilus,Bathypelagic,Deep-water,Least Concern,mainly animals,hunting macrofauna,4.2,,,,,14,Local Fisherman,63,None,H2O2,Visual,FTIR,yes,no,,57.1,2.5,1.9,,,no,yes,Polyester,Black,no,fibers were only counted if airborne fibres were ruled out
Markic et al.,Marine,Hailey,2018,Pacific: Southwest,Auckland,Seriola lalandi,Adult,Carangidae,Yellowtail kingfish,Seriola,Benthopelagic,Subtropical,Least Concern,mainly animals,hunting macrofauna,4.2,,,,,15,Local Fisherman,63,None,H2O2,Visual,FTIR,yes,no,,26.7,1,0,,,no,yes,Polyester,Black,no,fibers were only counted if airborne fibres were ruled out
Markic et al.,Marine,Hailey,2018,Pacific: Eastern Central,Samoa,Siganus punctatus,Adult,Siganidae,Goldspotted spinefood,Siganus,Reef-associated,Tropical,Least Concern,mainly plants/detritus,grazing on aquatic plants,2,,21.1,170.7,,29,Local Fisherman,63,None,H2O2,Visual,FTIR,yes,no,,13.8,1.8,2.7,,,no,yes,Polyester,Black,no,fibers were only counted if airborne fibres were ruled out
Markic et al.,Marine,Hailey,2018,Pacific: Eastern Central,Samoa,Sphyraena forsteri,Adult,Sphyraenidae,Bigeye barracuda,Sphyraena,Reef-associated,Tropical,Not Evaluated,mainly animals,hunting macrofauna,4.4,,58,869.2,,12,Local Fisherman,63,None,H2O2,Visual,FTIR,yes,no,,16.7,1.5,1.7,,,no,yes,Polyester,Black,no,fibers were only counted if airborne fibres were ruled out
Markic et al.,Marine,Hailey,2018,Pacific: Eastern Central,Samoa,Thunnus albacares,Adult,Scombridae,Yellowfin tuna,Thunnus,Pelagic-oceanic,Tropical,Near Threatened,mainly animals,hunting macrofauna,4.4,,74.2,5228.7,,25,Local Fisherman,63,None,H2O2,Visual,FTIR,yes,no,,32,1.8,2.5,,,no,yes,Polyester,Black,no,fibers were only counted if airborne fibres were ruled out
Markic et al.,Marine,Hailey,2018,Pacific: Eastern Central,Tahiti,Thunnus albacares,Adult,Scombridae,Yellowfin tuna,Thunnus,Pelagic-oceanic,Tropical,Near Threatened,mainly animals,hunting macrofauna,4.4,,74.2,5228.7,,33,Local Fisherman,63,None,H2O2,Visual,FTIR,yes,no,,21.2,1.4,0,,,no,yes,Polyester,Black,no,fibers were only counted if airborne fibres were ruled out
Markic et al.,Marine,Hailey,2018,Pacific: Southeast,Rapa Nui (Easter Island),Thunnus albacares,Adult,Scombridae,Yellowfin tuna,Thunnus,Pelagic-oceanic,Tropical,Near Threatened,mainly animals,hunting macrofauna,4.4,,74.2,5228.7,,10,Local Fisherman,63,None,H2O2,Visual,FTIR,yes,no,,70,3.1,3.5,,,no,yes,Polyester,Black,no,fibers were only counted if airborne fibres were ruled out
Markic et al.,Marine,Hailey,2018,Pacific: Southeast,Rapa Nui (Easter Island),Thyrsites atun,Adult,Gempylidae,Snake mackerel,Thyrsites,Benthopelagic,Subtropical,Not Evaluated,mainly animals,hunting macrofauna,3.6,,,,,28,Local Fisherman,63,None,H2O2,Visual,FTIR,yes,no,,32.1,1.9,0,,,no,yes,Polyester,Black,no,fibers were only counted if airborne fibres were ruled out
Markic et al.,Marine,Hailey,2018,Pacific: Southwest,Auckland,Trachurus novaezelandiae,Adult,Carangidae,Yellowtail jack mackerel,Trachurus,Pelagic-oceanic,Subtropical,Least Concern,,,3.2,,28.4,206.7,,31,Local Fisherman,63,None,H2O2,Visual,FTIR,yes,no,,3.2,1,0,,,no,yes,Polyester,Black,no,fibers were only counted if airborne fibres were ruled out
Mboglen et al.,Marine,Garth,2019,Atlantic: Eastern Central,Londji and Mboa-manga on the Southern Coastline of Cameroon,Pseudotolithus senegalensis,Adult,Sciaenidae,Cassava croaker,Pseudotolithus,Demersal,Tropical,Endangered,mainly animals,hunting macrofauna,3.8,,,,,80,Gillnet,500,None,NaClO + HNO3,Visual,None,no,no,,22.92,3.27,1.79,,,,,,,no,
Mboglen et al.,Marine,Garth,2019,Atlantic: Eastern Central,Londji and Mboa-manga on the Southern Coastline of Cameroon,Pseudotolithus typus ,Adult,Sciaenidae,Longneck croaker,Pseudotolithus,Demersal,Tropical,Least Concern,mainly animals,hunting macrofauna,3.7,,,,,157,Gillnet,500,None,NaClO + HNO3,Visual,None,no,no,,20.93,2.27,1.64,,,,,,,no,
Mboglen et al.,Marine,Garth,2019,Atlantic: Eastern Central,Londji and Mboa-manga on the Southern Coastline of Cameroon,Ethmalosa fimbriata,Adult,Clupeidae,Bonga shad,Ethmalosa,Pelagic-neritic,Tropical,Least Concern,plants/detritus+animals,filtering plankton,2.5,,,,,135,Gillnet,500,None,NaClO + HNO3,Visual,None,no,no,,14.41,1.81,0.91,,,,,,,no,
McGoran et al,Freshwater,Wendy,2016,Europe,Erith,Osmerus eperlanus,Adult,Osmeridae,European smelt,Osmerus,Freshwater; pelagic-neritic,Temperate,Least Concern,mainly animals,selective plankton feeding,3.5,,,,,10,Fyke nets,500,None,None,Visual,FTIR,yes,no,,20,,,,,yes,no,,Black,no,
McGoran et al,Freshwater,Wendy,2016,Europe,Erith,Platichthys flesus ,Adult,Pleuronectidae,English flounder,Platichthys,Freshwater; demersal,Temperate,Least Concern,mainly animals,hunting macrofauna,3.3,,,,,40,Fyke nets,500,None,None,Visual,FTIR,yes,no,,90,,,,,yes,no,,Black,no,
McGoran et al,Marine,Wendy,2016,Atlantic: Northeast,July Isle of Grain/Sheppey,Platichthys flesus ,Adult,Pleuronectidae,English flounder,Platichthys,Demersal,Temperate,Least Concern,mainly animals,hunting macrofauna,3.3,,,,,14,Fyke nets,500,None,None,Visual,FTIR,yes,no,,71,6.071428571,,,,yes,no,,Black,no,
McGoran et al.,Marine,Hailey,2018,Atlantic: Northeast,Clyde Sea,Agonus cataphractus,Adult,Agonidae,Hooknose,Agonus,Demersal,Temperate,Least Concern,mainly animals,hunting macrofauna,3.4,,,,,3,"Beam trawls, fyke, trammel and fish nets",500,None,None,Visual,FTIR,yes,yes,,0,0,,,,yes,,Polyester,Clear,no,fibers identified as airborn contimination were excluded
McGoran et al.,Marine,Hailey,2018,Atlantic: Northeast,Thames,Anguilla anguilla,Adult,Anguillidae,European eel,Anguilla,Demersal,Temperate,Critically Endangered,mainly animals,hunting macrofauna,3.6,,,,,2,"Beam trawls, fyke, trammel and fish nets",500,None,None,Visual,FTIR,yes,yes,,50,2,,,,yes,,Polyester,Clear,no,fibers identified as airborn contimination were excluded
McGoran et al.,Marine,Hailey,2018,Atlantic: Northeast,Thames,Chelidonichthys cuculus,Adult,Triglidae,Red gurnard,Chelidonichthys,Demersal,Temperate,Least Concern,mainly animals,hunting macrofauna,3.8,,,,,5,"Beam trawls, fyke, trammel and fish nets",500,None,None,Visual,FTIR,yes,yes,,0,0,,,,yes,,Polyester,Clear,no,fibers identified as airborn contimination were excluded
McGoran et al.,Marine,Hailey,2018,Atlantic: Northeast,Clyde Sea,Chelidonichthys cuculus,Adult,Triglidae,Red gurnard,Chelidonichthys,Demersal,Temperate,Least Concern,mainly animals,hunting macrofauna,3.8,,,,,1,"Beam trawls, fyke, trammel and fish nets",500,None,None,Visual,FTIR,yes,yes,,0,0,,,,yes,,Polyester,Clear,no,fibers identified as airborn contimination were excluded
McGoran et al.,Marine,Hailey,2018,Atlantic: Northeast,Thames,Gadus morhua,Adult,Gadidae,Atlantic cod,Gadus,Benthopelagic,Temperate,Vulnerable,mainly animals,hunting macrofauna,4.1,,,,,1,"Beam trawls, fyke, trammel and fish nets",500,None,None,Visual,FTIR,yes,yes,,0,0,,,,yes,,Polyester,Clear,no,fibers identified as airborn contimination were excluded
McGoran et al.,Marine,Hailey,2018,Atlantic: Northeast,Clyde Sea,Gadus morhua,Adult,Gadidae,Atlantic cod,Gadus,Benthopelagic,Temperate,Vulnerable,mainly animals,hunting macrofauna,4.1,,,,,2,"Beam trawls, fyke, trammel and fish nets",500,None,None,Visual,FTIR,yes,yes,,0,0,,,,yes,,Polyester,Clear,no,fibers identified as airborn contimination were excluded
McGoran et al.,Marine,Hailey,2018,Atlantic: Northeast,Clyde Sea,Glyptocephalus cynoglossus,Adult,Pleuronectidae,Witch flounder,Glyptocephalus,Demersal,Temperate,Not Evaluated,mainly animals,hunting macrofauna,3.2,,,,,23,"Beam trawls, fyke, trammel and fish nets",500,None,None,Visual,FTIR,yes,yes,,9,1,,,,yes,,Polyester,Clear,no,fibers identified as airborn contimination were excluded
McGoran et al.,Marine,Hailey,2018,Atlantic: Northeast,Clyde Sea,Hippoglossoides platessoides,Adult,Pleuronectidae,American plaice,Hippoglossoides,Demersal,Temperate,Not Evaluated,mainly animals,hunting macrofauna,4.1,,,,,104,"Beam trawls, fyke, trammel and fish nets",500,None,None,Visual,FTIR,yes,yes,,23,2.67,,,,yes,,Polyester,Clear,no,fibers identified as airborn contimination were excluded
McGoran et al.,Marine,Hailey,2018,Atlantic: Northeast,Thames,Limanda limanda,Adult,Pleuronectidae,Common dab ,Limanda,Demersal,Temperate,Least Concern,mainly animals,hunting macrofauna,3.4,,,,,1,"Beam trawls, fyke, trammel and fish nets",500,None,None,Visual,FTIR,yes,yes,,100,2,,,,yes,,Polyester,Clear,no,fibers identified as airborn contimination were excluded
McGoran et al.,Marine,Hailey,2018,Atlantic: Northeast,Clyde Sea,Limanda limanda,Adult,Pleuronectidae,Common dab ,Limanda,Demersal,Temperate,Least Concern,mainly animals,hunting macrofauna,3.4,,,,,307,"Beam trawls, fyke, trammel and fish nets",500,None,None,Visual,FTIR,yes,yes,,50,4.5,,,,yes,,Polyester,Clear,no,fibers identified as airborn contimination were excluded
McGoran et al.,Marine,Hailey,2018,Atlantic: Northeast,Clyde Sea,Melanogrammus aeglefinus,Adult,Gadidae,Haddock,Melanogrammus,Demersal,Temperate,Vulnerable,mainly animals,hunting macrofauna,4,,,,,6,"Beam trawls, fyke, trammel and fish nets",500,None,None,Visual,FTIR,yes,yes,,100,5.83,,,,yes,,Polyester,Clear,no,fibers identified as airborn contimination were excluded
McGoran et al.,Marine,Hailey,2018,Atlantic: Northeast,Thames,Merlangius merlangus,Adult,Gadidae,Whiting,Merlangius,Benthopelagic,Temperate,Least Concern,mainly animals,hunting macrofauna,4.4,,,,,29,"Beam trawls, fyke, trammel and fish nets",500,None,None,Visual,FTIR,yes,yes,,10,4.67,,,,yes,,Polyester,Clear,no,fibers identified as airborn contimination were excluded
McGoran et al.,Marine,Hailey,2018,Atlantic: Northeast,Clyde Sea,Myoxocephalus scorpius,Adult,Cottidae,Shorthorn sculpin,Myoxocephalus,Demersal,Polar,Not Evaluated,mainly animals,hunting macrofauna,3.9,,,,,5,"Beam trawls, fyke, trammel and fish nets",500,None,None,Visual,FTIR,yes,yes,,0,0,,,,yes,,Polyester,Clear,no,fibers identified as airborn contimination were excluded
McGoran et al.,Marine,Hailey,2018,Atlantic: Northeast,Clyde Sea,Pholis gunnellus,Adult,Pholidae,Rock gunnel,Pholis,Demersal,Polar,Not Evaluated,mainly animals,hunting macrofauna,3.5,,,,,1,"Beam trawls, fyke, trammel and fish nets",500,None,None,Visual,FTIR,yes,yes,,0,0,,,,yes,,Polyester,Clear,no,fibers identified as airborn contimination were excluded
McGoran et al.,Marine,Hailey,2018,Atlantic: Northeast,Clyde Sea,Phrynorhombus norvegicus,Adult,Scophthalmidae,Norwegian topknot,Phrynorhombus,Benthopelagic,Temperate,Least Concern,mainly animals,hunting macrofauna,4,,,,,1,"Beam trawls, fyke, trammel and fish nets",500,None,None,Visual,FTIR,yes,yes,,0,0,,,,yes,,Polyester,Clear,no,fibers identified as airborn contimination were excluded
McGoran et al.,Marine,Hailey,2018,Atlantic: Northeast,Thames,Platichthys flesus,Adult,Pleuronectidae,European flounder,Platichthys,Demersal,Temperate,Least Concern,mainly animals,hunting macrofauna,3.3,,,,,118,"Beam trawls, fyke, trammel and fish nets",500,None,None,Visual,FTIR,yes,yes,,35,3.1,,,,yes,,Polyester,Clear,no,fibers identified as airborn contimination were excluded
McGoran et al.,Marine,Hailey,2018,Atlantic: Northeast,Clyde Sea,Platichthys flesus,Adult,Pleuronectidae,European flounder,Platichthys,Demersal,Temperate,Least Concern,mainly animals,hunting macrofauna,3.3,,,,,8,"Beam trawls, fyke, trammel and fish nets",500,None,None,Visual,FTIR,yes,yes,,0,0,,,,yes,,Polyester,Clear,no,fibers identified as airborn contimination were excluded
McGoran et al.,Marine,Hailey,2018,Atlantic: Northeast,Clyde Sea,Pleuronectes platessa,Adult,Pleuronectidae,European plaice,Pleuronectes,Demersal,Temperate,Least Concern,mainly animals,hunting macrofauna,3.2,,,,,99,"Beam trawls, fyke, trammel and fish nets",500,None,None,Visual,FTIR,yes,yes,,31,2.52,,,,yes,,Polyester,Clear,no,fibers identified as airborn contimination were excluded
McGoran et al.,Marine,Hailey,2018,Atlantic: Northeast,Thames,Raja clavata,Adult,Rajidae,Thornback ray,Raja,Demersal,Subtropical,Near Threatened,mainly animals,hunting macrofauna,3.8,,,,,7,"Beam trawls, fyke, trammel and fish nets",500,None,None,Visual,FTIR,yes,yes,,14,1,,,,yes,,Polyester,Clear,no,fibers identified as airborn contimination were excluded
McGoran et al.,Marine,Hailey,2018,Atlantic: Northeast,Thames,Scyliorhinus canicula,Adult,Scyliorhinidae,Lesser spotted dogfish,Scyliorhinus,Demersal,Subtropical,Least Concern,mainly animals,hunting macrofauna,3.8,,,,,7,"Beam trawls, fyke, trammel and fish nets",500,None,None,Visual,FTIR,yes,yes,,28,1.5,,,,yes,,Polyester,Clear,no,fibers identified as airborn contimination were excluded
McGoran et al.,Marine,Hailey,2018,Atlantic: Northeast,Clyde Sea,Scyliorhinus canicula,Adult,Scyliorhinidae,Lesser spotted dogfish,Scyliorhinus,Demersal,Subtropical,Least Concern,mainly animals,hunting macrofauna,3.8,,,,,1,"Beam trawls, fyke, trammel and fish nets",500,None,None,Visual,FTIR,yes,yes,,0,0,,,,yes,,Polyester,Clear,no,fibers identified as airborn contimination were excluded
McGoran et al.,Marine,Hailey,2018,Atlantic: Northeast,Thames,Solea solea,Adult,Soleidae,Common sole,Solea,Demersal,Subtropical,Data deficient,mainly animals,hunting macrofauna,3.2,,,,,18,"Beam trawls, fyke, trammel and fish nets",500,None,None,Visual,FTIR,yes,yes,,17,1,,,,yes,,Polyester,Clear,no,fibers identified as airborn contimination were excluded
McGoran et al.,Marine,Hailey,2018,Atlantic: Northeast,Clyde Sea,Taurulus bubalis,Adult,Cottidae,Longspined bullhead,Taurulus,Demersal,Temperate,Least Concern,mainly animals,hunting macrofauna,3.6,,,,,3,"Beam trawls, fyke, trammel and fish nets",500,None,None,Visual,FTIR,yes,yes,,67,2,,,,yes,,Polyester,Clear,no,fibers identified as airborn contimination were excluded
McGoran et al.,Marine,Hailey,2018,Atlantic: Northeast,Thames,Trisopterus luscus,Adult,Gadidae,Pouting,Trisopterus,Benthopelagic,Temperate,Not Evaluated,mainly animals,hunting macrofauna,3.7,,,,,7,"Beam trawls, fyke, trammel and fish nets",500,None,None,Visual,FTIR,yes,yes,,29,1,,,,yes,,Polyester,Clear,no,fibers identified as airborn contimination were excluded
McGoran et al.,Marine,Hailey,2018,Atlantic: Northeast,Clyde Sea,Trisopterus minutus,Adult,Gadidae,Poor cod,Trisopterus,Benthopelagic,Temperate,Not Evaluated,mainly animals,hunting macrofauna,3.7,,,,,1,"Beam trawls, fyke, trammel and fish nets",500,None,None,Visual,FTIR,yes,yes,,0,0,,,,yes,,Polyester,Clear,no,fibers identified as airborn contimination were excluded
McNeish et al.,Freshwater,Garth,2018,America: North,"Muskegon, Milwaukee, and St. Joseph Rivers",Dorosoma cepedianum,Adult,Clupeidae,American gizzard shad,Dorosoma,Freshwater; pelagic-neritic,Subtropical,Least Concern,mainly plants/detritus,filtering plankton,2.4,,7.6,,,1,Seine,0.45,,H2O2,Visual,FTIR,yes,yes,,,0,,,,yes,,,Blue,no,
McNeish et al.,Freshwater,Garth,2018,America: North,"Muskegon, Milwaukee, and St. Joseph Rivers",Catostomus commersonii,Adult,Catostomidae,White sucker,Catostomus,Freshwater; demersal,Temperate,Least Concern,plants/detritus+animals,hunting macrofauna,2.8,,,,,16,Seine,0.45,,H2O2,Visual,FTIR,yes,yes,,93.75,0.4,,,,yes,,,Blue,no,
McNeish et al.,Freshwater,Garth,2018,America: North,"Muskegon, Milwaukee, and St. Joseph Rivers",Pimephales promelas,Adult,Cyprinidae,Fathead minnow,Pimephales,Freshwater; demersal,Subtropical,Least Concern,mainly plants/detritus,variable,2.4,,,,,10,Seine,0.45,,H2O2,Visual,FTIR,yes,yes,,60,0.46,,,,yes,,,Blue,no,
McNeish et al.,Freshwater,Garth,2018,America: North,"Muskegon, Milwaukee, and St. Joseph Rivers",Carpoides cyprinus,Adult,Catostomidae,Quillback,Carpoides,Freshwater; demersal,Temperate,Least Concern,plants/detritus+animals,,2.6,,9,,,1,Seine,0.45,,H2O2,Visual,FTIR,yes,yes,,,13,,,,yes,,,Blue,no,
